Time,AM or PM,CPU,%user,%nice,%system,%iowait,%steal,%idle
11:46:12,AM,all,32.44,0,67.56,0,0,0
11:46:13,AM,all,32.4,0,67.6,0,0,0
11:46:14,AM,all,32.18,0,67.82,0,0,0
11:46:15,AM,all,32.13,0,67.87,0,0,0
11:46:16,AM,all,31.81,0,68.19,0,0,0
11:46:17,AM,all,31.84,0,68.16,0,0,0
11:46:18,AM,all,32.52,0,67.48,0,0,0
11:46:19,AM,all,32.62,0,67.38,0,0,0
11:46:20,AM,all,32.6,0,67.4,0,0,0
11:46:21,AM,all,31.86,0,67.96,0,0,0.19
11:46:22,AM,all,31.98,0,68.02,0,0,0
11:46:23,AM,all,32.14,0,67.86,0,0,0
11:46:24,AM,all,31.73,0,68.27,0,0,0
11:46:25,AM,all,32.54,0,67.46,0,0,0
11:46:26,AM,all,32.04,0,67.96,0,0,0
11:46:27,AM,all,32.21,0,67.79,0,0,0
11:46:28,AM,all,32.96,0,67.04,0,0,0
11:46:29,AM,all,32.38,0,67.62,0,0,0
11:46:30,AM,all,32.21,0,67.79,0,0,0
11:46:31,AM,all,32.23,0,67.64,0,0,0.12
11:46:32,AM,all,32.9,0,67.1,0,0,0
11:46:33,AM,all,31.56,0,68.38,0,0,0.06
11:46:34,AM,all,32.85,0,67.15,0,0,0
11:46:35,AM,all,31.62,0,68.38,0,0,0
11:46:36,AM,all,33.1,0,66.9,0,0,0
11:46:37,AM,all,32.73,0,67.27,0,0,0
11:46:38,AM,all,32.52,0,67.48,0,0,0
11:46:39,AM,all,32.08,0,67.92,0,0,0
11:46:40,AM,all,31.84,0,68.16,0,0,0
11:46:41,AM,all,32.62,0,67.38,0,0,0
11:46:42,AM,all,32.29,0,67.71,0,0,0
11:46:43,AM,all,32.04,0,67.96,0,0,0
11:46:44,AM,all,32.58,0,67.42,0,0,0
11:46:45,AM,all,31.94,0,68.06,0,0,0
11:46:46,AM,all,32.88,0,67.12,0,0,0
11:46:47,AM,all,30.32,0,67.19,0.37,0,2.12
11:46:48,AM,all,32.4,0,67.35,0,0,0.25
11:46:49,AM,all,31.56,0,68.44,0,0,0
11:46:50,AM,all,32.81,0,67.13,0,0,0.06
11:46:51,AM,all,32.9,0,67.1,0,0,0
11:46:52,AM,all,31.67,0,68.27,0,0,0.06
11:46:53,AM,all,32.89,0,67.04,0,0,0.06
11:46:54,AM,all,32.25,0,67.75,0,0,0
11:46:55,AM,all,32.56,0,67.38,0,0,0.06
11:46:56,AM,all,32.19,0,67.81,0,0,0
11:46:57,AM,all,32.06,0,67.94,0,0,0
11:46:58,AM,all,32.69,0,67.31,0,0,0
11:46:59,AM,all,31.83,0,68.17,0,0,0
11:47:00,AM,all,31.64,0,68.36,0,0,0
11:47:01,AM,all,31.77,0,68.23,0,0,0
11:47:02,AM,all,32.02,0,67.98,0,0,0
11:47:03,AM,all,32.58,0,67.42,0,0,0
11:47:04,AM,all,32.44,0,67.56,0,0,0
11:47:05,AM,all,31.42,0,68.58,0,0,0
11:47:06,AM,all,32.08,0,67.92,0,0,0
11:47:07,AM,all,31.89,0,68.04,0,0,0.06
11:47:08,AM,all,32.35,0,67.65,0,0,0
11:47:09,AM,all,31.82,0,68.18,0,0,0
11:47:10,AM,all,32.54,0,67.46,0,0,0
11:47:11,AM,all,32.03,0,67.97,0,0,0
11:47:12,AM,all,33.04,0,66.96,0,0,0
11:47:13,AM,all,31.06,0,68.12,0.06,0,0.75
11:47:14,AM,all,32.23,0,67.77,0,0,0
11:47:15,AM,all,32.31,0,67.69,0,0,0
11:47:16,AM,all,32.71,0,67.29,0,0,0
11:47:17,AM,all,31.94,0,68.06,0,0,0
11:47:18,AM,all,32.02,0,67.92,0.06,0,0
11:47:19,AM,all,32.12,0,67.88,0,0,0
11:47:20,AM,all,32.38,0,67.56,0,0,0.06
11:47:21,AM,all,32.69,0,67.31,0,0,0
11:47:22,AM,all,32.25,0,67.75,0,0,0
11:47:23,AM,all,32.96,0,66.98,0,0,0.06
11:47:24,AM,all,31.88,0,68.12,0,0,0
11:47:25,AM,all,32.14,0,67.86,0,0,0
11:47:26,AM,all,32.01,0,67.99,0,0,0
11:47:27,AM,all,32.29,0,67.71,0,0,0
11:47:28,AM,all,32.17,0,67.83,0,0,0
11:47:29,AM,all,31.85,0,68.15,0,0,0
11:47:30,AM,all,31.74,0,68.2,0,0,0.06
11:47:31,AM,all,32.31,0,67.69,0,0,0
11:47:32,AM,all,32,0,68,0,0,0
11:47:33,AM,all,31.92,0,68.08,0,0,0
11:47:34,AM,all,32.81,0,67.19,0,0,0
11:47:35,AM,all,32.08,0,67.92,0,0,0
11:47:36,AM,all,32.08,0,67.92,0,0,0
11:47:37,AM,all,32.27,0,67.73,0,0,0
11:47:38,AM,all,31.61,0,68.39,0,0,0
11:47:39,AM,all,32.06,0,67.69,0,0,0.25
11:47:40,AM,all,32.25,0,67.75,0,0,0
11:47:41,AM,all,31.29,0,68.65,0,0,0.06
11:47:42,AM,all,32.17,0,67.83,0,0,0
11:47:43,AM,all,32.43,0,67.57,0,0,0
11:47:44,AM,all,32.65,0,67.35,0,0,0
11:47:45,AM,all,33.19,0,66.81,0,0,0
11:47:46,AM,all,32.5,0,67.5,0,0,0
11:47:47,AM,all,32.06,0,67.94,0,0,0
11:47:48,AM,all,31.85,0,68.15,0,0,0
11:47:49,AM,all,32.67,0,67.33,0,0,0
11:47:50,AM,all,32.17,0,67.83,0,0,0
11:47:51,AM,all,32.64,0,67.36,0,0,0
11:47:52,AM,all,32.5,0,67.5,0,0,0
11:47:53,AM,all,31.83,0,68.17,0,0,0
11:47:54,AM,all,31.73,0,68.27,0,0,0
11:47:55,AM,all,32.4,0,67.6,0,0,0
11:47:56,AM,all,31.82,0,68.18,0,0,0
11:47:57,AM,all,32.37,0,67.63,0,0,0
11:47:58,AM,all,32.13,0,67.87,0,0,0
11:47:59,AM,all,32.37,0,67.63,0,0,0
11:48:00,AM,all,32.17,0,67.7,0,0,0.12
11:48:01,AM,all,32.25,0,67.75,0,0,0
11:48:02,AM,all,32.21,0,67.79,0,0,0
11:48:03,AM,all,32.27,0,67.73,0,0,0
11:48:04,AM,all,31.84,0,67.6,0.06,0,0.5
11:48:05,AM,all,32.37,0,67.63,0,0,0
11:48:06,AM,all,31.86,0,68.14,0,0,0
11:48:07,AM,all,32.52,0,67.48,0,0,0
11:48:08,AM,all,31.7,0,68.3,0,0,0
11:48:09,AM,all,31.13,0,68.81,0,0,0.06
11:48:10,AM,all,32.79,0,67.21,0,0,0
11:48:11,AM,all,31.31,0,68.69,0,0,0
11:48:12,AM,all,32.79,0,67.21,0,0,0
11:48:13,AM,all,31.82,0,68.18,0,0,0
11:48:14,AM,all,32.29,0,67.71,0,0,0
11:48:15,AM,all,32.06,0,67.94,0,0,0
11:48:16,AM,all,32.62,0,67.31,0,0,0.06
11:48:17,AM,all,31.82,0,68.18,0,0,0
11:48:18,AM,all,32.69,0,67.31,0,0,0
11:48:19,AM,all,32.3,0,67.7,0,0,0
11:48:20,AM,all,32.35,0,67.65,0,0,0
11:48:21,AM,all,32.06,0,67.94,0,0,0
11:48:22,AM,all,31.9,0,68.1,0,0,0
11:48:23,AM,all,32.23,0,67.77,0,0,0
11:48:24,AM,all,32,0,68,0,0,0
11:48:25,AM,all,32.33,0,67.67,0,0,0
11:48:26,AM,all,32.25,0,67.75,0,0,0
11:48:27,AM,all,32.33,0,67.67,0,0,0
11:48:28,AM,all,32.02,0,67.91,0,0,0.06
11:48:29,AM,all,32.33,0,67.67,0,0,0
11:48:30,AM,all,32.62,0,67.38,0,0,0
11:48:31,AM,all,32.35,0,67.65,0,0,0
11:48:32,AM,all,32.44,0,67.56,0,0,0
11:48:33,AM,all,31.84,0,68.16,0,0,0
11:48:34,AM,all,32.31,0,67.69,0,0,0
11:48:35,AM,all,32.21,0,67.79,0,0,0
11:48:36,AM,all,33.35,0,66.65,0,0,0
11:48:37,AM,all,32.31,0,67.69,0,0,0
11:48:38,AM,all,32.83,0,67.17,0,0,0
11:48:39,AM,all,31.67,0,68.33,0,0,0
11:48:40,AM,all,32.83,0,67.1,0,0,0.06
11:48:41,AM,all,32.13,0,67.87,0,0,0
11:48:42,AM,all,32.6,0,67.34,0,0,0.06
11:48:43,AM,all,32.19,0,67.81,0,0,0
11:48:44,AM,all,33.04,0,66.96,0,0,0
11:48:45,AM,all,32.52,0,67.42,0,0,0.06
11:48:46,AM,all,32.16,0,67.84,0,0,0
11:48:47,AM,all,32.75,0,67.25,0,0,0
11:48:48,AM,all,32.39,0,67.61,0,0,0
11:48:49,AM,all,32.31,0,67.69,0,0,0
11:48:50,AM,all,32.94,0,67.06,0,0,0
11:48:51,AM,all,32.46,0,67.54,0,0,0
11:48:52,AM,all,31.93,0,68.07,0,0,0
11:48:53,AM,all,32.36,0,67.64,0,0,0
11:48:54,AM,all,32.71,0,67.29,0,0,0
11:48:55,AM,all,32.42,0,67.58,0,0,0
11:48:56,AM,all,32.27,0,67.73,0,0,0
11:48:57,AM,all,32.17,0,67.83,0,0,0
11:48:58,AM,all,32.54,0,67.46,0,0,0
11:48:59,AM,all,32.52,0,67.48,0,0,0
11:49:00,AM,all,32.44,0,67.56,0,0,0
11:49:01,AM,all,30.31,0,62.55,0.38,0,6.76
11:49:02,AM,all,33.15,0,66.85,0,0,0
11:49:03,AM,all,32.15,0,67.85,0,0,0
11:49:04,AM,all,32.46,0,67.54,0,0,0
11:49:05,AM,all,32.6,0,67.4,0,0,0
11:49:06,AM,all,32.44,0,67.56,0,0,0
11:49:07,AM,all,32.56,0,67.12,0,0,0.31
11:49:08,AM,all,32.79,0,67.21,0,0,0
11:49:09,AM,all,32.67,0,67.33,0,0,0
11:49:10,AM,all,32.17,0,67.83,0,0,0
11:49:11,AM,all,31.96,0,67.92,0,0,0.13
11:49:12,AM,all,32.17,0,67.77,0,0,0.06
11:49:13,AM,all,32.46,0,67.54,0,0,0
11:49:14,AM,all,32.71,0,67.29,0,0,0
11:49:15,AM,all,31.67,0,68.33,0,0,0
11:49:16,AM,all,32.98,0,67.02,0,0,0
11:49:17,AM,all,32.86,0,67.14,0,0,0
11:49:18,AM,all,31.93,0,68.07,0,0,0
11:49:19,AM,all,32.27,0,67.73,0,0,0
11:49:20,AM,all,32.02,0,67.98,0,0,0
11:49:21,AM,all,32.09,0,67.91,0,0,0
11:49:22,AM,all,32.16,0,67.84,0,0,0
11:49:23,AM,all,32.63,0,67.37,0,0,0
11:49:24,AM,all,32.2,0,67.8,0,0,0
11:49:25,AM,all,32.44,0,67.56,0,0,0
11:49:26,AM,all,32.23,0,67.77,0,0,0
11:49:27,AM,all,32.73,0,67.27,0,0,0
11:49:28,AM,all,29.2,0,58.52,0.81,0,11.47
11:49:29,AM,all,32.77,0,67.23,0,0,0
11:49:30,AM,all,32.08,0,67.85,0,0,0.06
11:49:31,AM,all,32.73,0,67.27,0,0,0
11:49:32,AM,all,32.83,0,67.17,0,0,0
11:49:33,AM,all,33.46,0,66.54,0,0,0
11:49:34,AM,all,32.52,0,67.48,0,0,0
11:49:35,AM,all,33.02,0,66.98,0,0,0
11:49:36,AM,all,31.94,0,68.06,0,0,0
11:49:37,AM,all,32.98,0,67.02,0,0,0
11:49:38,AM,all,32.06,0,67.94,0,0,0
11:49:39,AM,all,32.52,0,67.48,0,0,0
11:49:40,AM,all,32.46,0,67.54,0,0,0
11:49:41,AM,all,32,0,67.87,0,0,0.12
11:49:42,AM,all,32.77,0,67.23,0,0,0
11:49:43,AM,all,32.92,0,67.08,0,0,0
11:49:44,AM,all,32.87,0,67.13,0,0,0
11:49:45,AM,all,33.29,0,66.71,0,0,0
11:49:46,AM,all,32.89,0,67.11,0,0,0
11:49:47,AM,all,31.76,0,68.24,0,0,0
11:49:48,AM,all,32.94,0,67.06,0,0,0
11:49:49,AM,all,32.48,0,67.52,0,0,0
11:49:50,AM,all,32.25,0,67.75,0,0,0
11:49:51,AM,all,32.21,0,67.79,0,0,0
11:49:52,AM,all,32.31,0,67.69,0,0,0
11:49:53,AM,all,32.5,0,67.5,0,0,0
11:49:54,AM,all,33.1,0,66.9,0,0,0
11:49:55,AM,all,32.27,0,67.73,0,0,0
11:49:56,AM,all,32.67,0,67.33,0,0,0
11:49:57,AM,all,32.02,0,67.92,0,0,0.06
11:49:58,AM,all,32.77,0,67.23,0,0,0
11:49:59,AM,all,32.54,0,67.14,0.06,0,0.25
11:50:00,AM,all,31.52,0,68.41,0,0,0.06
11:50:01,AM,all,32.21,0,67.79,0,0,0
11:50:02,AM,all,32.27,0,67.73,0,0,0
11:50:03,AM,all,32.81,0,67.12,0,0,0.06
11:50:04,AM,all,32.11,0,67.89,0,0,0
11:50:05,AM,all,32.54,0,67.46,0,0,0
11:50:06,AM,all,32.35,0,67.65,0,0,0
11:50:07,AM,all,32.48,0,67.52,0,0,0
11:50:08,AM,all,32.29,0,67.71,0,0,0
11:50:09,AM,all,32.25,0,67.75,0,0,0
11:50:10,AM,all,31.9,0,68.1,0,0,0
11:50:11,AM,all,32.77,0,67.23,0,0,0
11:50:12,AM,all,32.56,0,67.44,0,0,0
11:50:13,AM,all,32.6,0,67.4,0,0,0
11:50:14,AM,all,32.48,0,67.52,0,0,0
11:50:15,AM,all,32.4,0,67.54,0,0,0.06
11:50:16,AM,all,32.33,0,67.67,0,0,0
11:50:17,AM,all,32.5,0,67.5,0,0,0
11:50:18,AM,all,32.98,0,67.02,0,0,0
11:50:19,AM,all,32.81,0,67.19,0,0,0
11:50:20,AM,all,32.52,0,67.48,0,0,0
11:50:21,AM,all,32.27,0,67.73,0,0,0
11:50:22,AM,all,32.92,0,67.08,0,0,0
11:50:23,AM,all,32.19,0,67.81,0,0,0
11:50:24,AM,all,32.75,0,67.25,0,0,0
11:50:25,AM,all,32.08,0,67.92,0,0,0
11:50:26,AM,all,32.21,0,67.79,0,0,0
11:50:27,AM,all,33.21,0,66.79,0,0,0
11:50:28,AM,all,32.15,0,67.85,0,0,0
11:50:29,AM,all,32.98,0,67.02,0,0,0
11:50:30,AM,all,31.65,0,68.35,0,0,0
11:50:31,AM,all,32.96,0,67.04,0,0,0
11:50:32,AM,all,32.23,0,67.77,0,0,0
11:50:33,AM,all,32.31,0,67.69,0,0,0
11:50:34,AM,all,32.23,0,67.77,0,0,0
11:50:35,AM,all,32.19,0,67.81,0,0,0
11:50:36,AM,all,31.91,0,68.09,0,0,0
11:50:37,AM,all,31.82,0,68.18,0,0,0
11:50:38,AM,all,32.5,0,67.5,0,0,0
11:50:39,AM,all,32.42,0,67.58,0,0,0
11:50:40,AM,all,32.15,0,67.85,0,0,0
11:50:41,AM,all,32.04,0,67.96,0,0,0
11:50:42,AM,all,32.15,0,67.79,0,0,0.06
11:50:43,AM,all,32.12,0,67.88,0,0,0
11:50:44,AM,all,32.15,0,67.85,0,0,0
11:50:45,AM,all,32.43,0,67.57,0,0,0
11:50:46,AM,all,32.9,0,67.1,0,0,0
11:50:47,AM,all,32,0,68,0,0,0
11:50:48,AM,all,32.98,0,67.02,0,0,0
11:50:49,AM,all,32.25,0,67.69,0,0,0.06
11:50:50,AM,all,32.79,0,67.21,0,0,0
11:50:51,AM,all,32.54,0,67.46,0,0,0
11:50:52,AM,all,33.04,0,66.96,0,0,0
11:50:53,AM,all,31.98,0,68.02,0,0,0
11:50:54,AM,all,32.29,0,67.71,0,0,0
11:50:55,AM,all,32.42,0,67.58,0,0,0
11:50:56,AM,all,26.97,0,54.51,1.19,0,17.33
11:50:57,AM,all,32.4,0,67.6,0,0,0
11:50:58,AM,all,32.92,0,67.08,0,0,0
11:50:59,AM,all,32.27,0,67.73,0,0,0
11:51:00,AM,all,31.64,0,68.36,0,0,0
11:51:01,AM,all,32.44,0,67.56,0,0,0
11:51:02,AM,all,32.85,0,67.15,0,0,0
11:51:03,AM,all,32.04,0,67.96,0,0,0
11:51:04,AM,all,32.89,0,67.11,0,0,0
11:51:05,AM,all,32.35,0,67.58,0,0,0.06
11:51:06,AM,all,32.13,0,67.87,0,0,0
11:51:07,AM,all,32.15,0,67.85,0,0,0
11:51:08,AM,all,32.19,0,67.81,0,0,0
11:51:09,AM,all,32.65,0,67.35,0,0,0
11:51:10,AM,all,31.93,0,68.07,0,0,0
11:51:11,AM,all,32.42,0,67.58,0,0,0
11:51:12,AM,all,32.33,0,67.67,0,0,0
11:51:13,AM,all,32.21,0,67.79,0,0,0
11:51:14,AM,all,31.83,0,68.17,0,0,0
11:51:15,AM,all,31.86,0,68.14,0,0,0
11:51:16,AM,all,32.62,0,67.38,0,0,0
11:51:17,AM,all,32.81,0,67.19,0,0,0
11:51:18,AM,all,32.48,0,67.52,0,0,0
11:51:19,AM,all,31.58,0,68.42,0,0,0
11:51:20,AM,all,32.15,0,67.85,0,0,0
11:51:21,AM,all,32.29,0,67.71,0,0,0
11:51:22,AM,all,32.42,0,67.58,0,0,0
11:51:23,AM,all,32.44,0,67.56,0,0,0
11:51:24,AM,all,32.77,0,67.23,0,0,0
11:51:25,AM,all,32.21,0,67.79,0,0,0
11:51:26,AM,all,31.98,0,68.02,0,0,0
11:51:27,AM,all,30.44,0,63.58,0.31,0,5.66
11:51:28,AM,all,30.92,0,64.59,0.25,0,4.24
11:51:29,AM,all,32.5,0,67.44,0,0,0.06
11:51:30,AM,all,32.77,0,67.23,0,0,0
11:51:31,AM,all,31.31,0,68.62,0,0,0.06
11:51:32,AM,all,32.25,0,67.75,0,0,0
11:51:33,AM,all,32.48,0,67.52,0,0,0
11:51:34,AM,all,32.48,0,67.52,0,0,0
11:51:35,AM,all,32.81,0,67.19,0,0,0
11:51:36,AM,all,32.15,0,67.85,0,0,0
11:51:37,AM,all,32.44,0,67.56,0,0,0
11:51:38,AM,all,32,0,68,0,0,0
11:51:39,AM,all,32.31,0,67.69,0,0,0
11:51:40,AM,all,31.98,0,67.96,0,0,0.06
11:51:41,AM,all,32.06,0,67.88,0,0,0.06
11:51:42,AM,all,32.34,0,67.66,0,0,0
11:51:43,AM,all,32.04,0,67.96,0,0,0
11:51:44,AM,all,32.11,0,67.89,0,0,0
11:51:45,AM,all,32.65,0,67.35,0,0,0
11:51:46,AM,all,32.36,0,67.64,0,0,0
11:51:47,AM,all,33.21,0,66.79,0,0,0
11:51:48,AM,all,32.06,0,67.94,0,0,0
11:51:49,AM,all,32.39,0,67.61,0,0,0
11:51:50,AM,all,32.9,0,67.1,0,0,0
11:51:51,AM,all,31.91,0,68.09,0,0,0
11:51:52,AM,all,32.27,0,67.73,0,0,0
11:51:53,AM,all,31.79,0,68.21,0,0,0
11:51:54,AM,all,32.48,0,67.46,0,0,0.06
11:51:55,AM,all,32.63,0,67.31,0,0,0.06
11:51:56,AM,all,31.68,0,68.26,0,0,0.06
11:51:57,AM,all,32,0,68,0,0,0
11:51:58,AM,all,32.52,0,67.48,0,0,0
11:51:59,AM,all,32.02,0,67.98,0,0,0
11:52:00,AM,all,32.62,0,67.38,0,0,0
11:52:01,AM,all,32.15,0,67.85,0,0,0
11:52:02,AM,all,32.79,0,67.21,0,0,0
11:52:03,AM,all,31.82,0,68.18,0,0,0
11:52:04,AM,all,32.06,0,67.94,0,0,0
11:52:05,AM,all,32.04,0,67.96,0,0,0
11:52:06,AM,all,32.44,0,67.56,0,0,0
11:52:07,AM,all,32.4,0,67.6,0,0,0
11:52:08,AM,all,32.65,0,67.35,0,0,0
11:52:09,AM,all,32.06,0,67.94,0,0,0
11:52:10,AM,all,32.08,0,67.92,0,0,0
11:52:11,AM,all,31.98,0,68.02,0,0,0
11:52:12,AM,all,31.93,0,68.07,0,0,0
11:52:13,AM,all,32.38,0,67.62,0,0,0
11:52:14,AM,all,32.38,0,67.62,0,0,0
11:52:15,AM,all,32.75,0,67.25,0,0,0
11:52:16,AM,all,32.17,0,67.83,0,0,0
11:52:17,AM,all,32.89,0,67.11,0,0,0
11:52:18,AM,all,32.31,0,67.69,0,0,0
11:52:19,AM,all,31.94,0,68.06,0,0,0
11:52:20,AM,all,32.52,0,67.48,0,0,0
11:52:21,AM,all,32.19,0,67.81,0,0,0
11:52:22,AM,all,32.29,0,67.71,0,0,0
11:52:23,AM,all,32.56,0,67.44,0,0,0
11:52:24,AM,all,32.29,0,67.71,0,0,0
11:52:25,AM,all,31.79,0,68.21,0,0,0
11:52:26,AM,all,32.48,0,67.52,0,0,0
11:52:27,AM,all,32.1,0,67.9,0,0,0
11:52:28,AM,all,32.25,0,67.69,0,0,0.06
11:52:29,AM,all,32.46,0,67.54,0,0,0
11:52:30,AM,all,29.08,0,58.6,0.75,0,11.57
11:52:31,AM,all,31.98,0,68.02,0,0,0
11:52:32,AM,all,33.04,0,66.96,0,0,0
11:52:33,AM,all,31.98,0,68.02,0,0,0
11:52:34,AM,all,32.88,0,67.12,0,0,0
11:52:35,AM,all,32.61,0,67.39,0,0,0
11:52:36,AM,all,32.46,0,67.54,0,0,0
11:52:37,AM,all,32.6,0,67.4,0,0,0
11:52:38,AM,all,32.12,0,67.88,0,0,0
11:52:39,AM,all,32.04,0,67.96,0,0,0
11:52:40,AM,all,32.65,0,67.35,0,0,0
11:52:41,AM,all,32.1,0,67.9,0,0,0
11:52:42,AM,all,31.92,0,68.08,0,0,0
11:52:43,AM,all,32,0,68,0,0,0
11:52:44,AM,all,32.12,0,67.88,0,0,0
11:52:45,AM,all,32.08,0,67.92,0,0,0
11:52:46,AM,all,32.73,0,67.27,0,0,0
11:52:47,AM,all,31.98,0,68.02,0,0,0
11:52:48,AM,all,32.54,0,67.39,0,0,0.06
11:52:49,AM,all,32.52,0,67.48,0,0,0
11:52:50,AM,all,31.68,0,68.32,0,0,0
11:52:51,AM,all,32.73,0,67.27,0,0,0
11:52:52,AM,all,32.32,0,67.68,0,0,0
11:52:53,AM,all,32.22,0,67.78,0,0,0
11:52:54,AM,all,31.88,0,68.12,0,0,0
11:52:55,AM,all,32.42,0,67.58,0,0,0
11:52:56,AM,all,32.27,0,67.67,0,0,0.06
11:52:57,AM,all,33.19,0,66.81,0,0,0
11:52:58,AM,all,32.83,0,67.17,0,0,0
11:52:59,AM,all,32.58,0,67.42,0,0,0
11:53:00,AM,all,32.71,0,67.29,0,0,0
11:53:01,AM,all,32.77,0,67.17,0,0,0.06
11:53:02,AM,all,32.69,0,67.31,0,0,0
11:53:03,AM,all,32.92,0,67.08,0,0,0
11:53:04,AM,all,32.21,0,67.79,0,0,0
11:53:05,AM,all,32.81,0,67.19,0,0,0
11:53:06,AM,all,32.17,0,67.83,0,0,0
11:53:07,AM,all,32.48,0,67.52,0,0,0
11:53:08,AM,all,32.27,0,67.73,0,0,0
11:53:09,AM,all,32.08,0,67.92,0,0,0
11:53:10,AM,all,32.56,0,67.44,0,0,0
11:53:11,AM,all,32.77,0,67.23,0,0,0
11:53:12,AM,all,31.96,0,68.04,0,0,0
11:53:13,AM,all,32.37,0,67.56,0,0,0.06
11:53:14,AM,all,32.33,0,67.67,0,0,0
11:53:15,AM,all,32.44,0,67.56,0,0,0
11:53:16,AM,all,32.96,0,67.04,0,0,0
11:53:17,AM,all,32.79,0,67.21,0,0,0
11:53:18,AM,all,31.21,0,68.79,0,0,0
11:53:19,AM,all,33.29,0,66.71,0,0,0
11:53:20,AM,all,32.4,0,67.6,0,0,0
11:53:21,AM,all,33.21,0,66.79,0,0,0
11:53:22,AM,all,32.25,0,67.75,0,0,0
