07:08:28 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:09:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:30 PM     all      0.00      0.00      0.12      0.00      0.00     99.88
07:09:31 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:32 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:09:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:38 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:09:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:40 PM     all      0.12      0.00      0.00      0.12      0.00     99.75
07:09:41 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
07:09:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:09:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:00 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
07:10:01 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:10:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:04 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:10:05 PM     all      0.06      0.00      0.06      0.00      0.00     99.88
07:10:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:10 PM     all      0.12      0.00      0.06      0.00      0.00     99.81
07:10:11 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:10:12 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:14 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:10:15 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:24 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:25 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:10:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:30 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:10:31 PM     all      0.19      0.00      0.37      0.00      0.00     99.44
07:10:32 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:33 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:10:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:35 PM     all      0.00      0.00      0.12      0.00      0.00     99.88
07:10:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:40 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:10:41 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:10:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:50 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:10:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:55 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:10:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:10:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:00 PM     all      0.31      0.00      0.06      0.00      0.00     99.63
07:11:01 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:11:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:03 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:11:04 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:11:05 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:11:06 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:11:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:10 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:11:11 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
07:11:12 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:14 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:11:15 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:24 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:25 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:11:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:30 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:11:31 PM     all      0.12      0.00      0.06      0.00      0.00     99.81
07:11:32 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:34 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:11:35 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:11:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:39 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:11:40 PM     all      0.12      0.00      0.00      0.06      0.00     99.81
07:11:41 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:11:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:44 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:11:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:11:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:00 PM     all      0.13      0.00      0.00      0.06      0.00     99.81
07:12:01 PM     all      0.25      0.00      0.00      0.00      0.00     99.75
07:12:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:06 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:12:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:08 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:12:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:10 PM     all      0.13      0.00      0.06      0.00      0.00     99.81
07:12:11 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
07:12:12 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:14 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:12:15 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:23 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:12:24 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:25 PM     all      0.19      0.00      0.00      0.00      0.00     99.81
07:12:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:30 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:12:31 PM     all      0.12      0.00      0.31      0.00      0.00     99.56
07:12:32 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:33 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:12:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:40 PM     all      0.12      0.00      0.12      0.06      0.00     99.69
07:12:41 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:12:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:54 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:12:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:12:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:00 PM     all      0.13      0.00      0.00      0.06      0.00     99.81
07:13:01 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:13:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:07 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:13:08 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:13:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:10 PM     all      0.19      0.00      0.00      0.00      0.00     99.81
07:13:11 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:13:12 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:14 PM     all      0.06      0.00      0.06      0.00      0.00     99.88
07:13:15 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:24 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:25 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
07:13:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:30 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:31 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:32 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:36 PM     all     57.43      0.00      3.26      0.00      0.00     39.31
07:13:37 PM     all     61.22      0.00      3.14      0.00      0.00     35.64
07:13:38 PM     all     61.03      0.00      3.14      0.00      0.00     35.83
07:13:39 PM     all     61.34      0.00      3.13      0.00      0.00     35.53
07:13:40 PM     all     60.40      0.00      3.87      0.06      0.00     35.67
07:13:41 PM     all     61.16      0.00      3.38      0.00      0.00     35.46
07:13:42 PM     all     52.97      0.00      3.25      0.00      0.00     43.78
07:13:43 PM     all     14.22      0.00      1.79      0.00      0.00     83.98
07:13:44 PM     all      0.44      0.00      0.06      0.00      0.00     99.50
07:13:45 PM     all      0.06      0.00      0.00      0.06      0.00     99.87
07:13:46 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
07:13:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:50 PM     all      0.06      0.00      0.00      0.06      0.00     99.88
07:13:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:55 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
07:13:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:13:59 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:14:00 PM     all      0.12      0.00      0.44      0.06      0.00     99.38
07:14:01 PM     all      0.12      0.00      0.12      0.00      0.00     99.75
07:14:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:05 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:14:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:10 PM     all      0.06      0.00      0.06      0.06      0.00     99.81
07:14:11 PM     all      0.12      0.00      0.06      0.00      0.00     99.81
07:14:12 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:14 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:14:15 PM     all      0.00      0.00      0.06      0.06      0.00     99.88
07:14:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:20 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
07:14:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:24 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:25 PM     all      0.06      0.00      0.00      0.06      0.00     99.87
07:14:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:30 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:14:31 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:32 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:35 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:14:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:40 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
07:14:41 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:43 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:14:44 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:14:45 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:14:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:55 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:14:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:14:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:00 PM     all      0.12      0.00      0.44      0.19      0.00     99.25
07:15:01 PM     all      0.06      0.00      0.00      0.06      0.00     99.87
07:15:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
